,Brand,Model Name,Display Size,Operating System,Picture Quality,Smart Tv,Sound Technology,Refresh Rate,Screen Type,Connectivity,Price
662,LG,OLED65C2XSC,164 cm (65 inch),WebOS,"Ultra HD (4K), 3840 x 2160",Yes,NA,120 Hz,OLED,4 HDMI | 3 USB,"₹1,79,990"
663,LIMEBERRY,65MU11SSSB5GV,165 cm (65 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI (1 HDMI eARC Supported) HDMI | Dual USB (2.0+3.0) USB,"₹44,352"
664,LG,43UQ8040PSB,108 cm (43 Inch),WebOS,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹38,900"
665,Thomson,Q43H1110,108 cm (43 inch),Google TV,"Ultra HD (4K), 3840 × 2160",Yes,Dolby Atmos and DTS TruSurround,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹20,999"
666,KODAK,50CAPROGT5012,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹24,699"
667,SAMSUNG,UA43CU7700,109 cm (43 inch),Tizen,"Ultra HD (4K), 3840 x 2160",Yes,NA,50 Hz,LED,3 HDMI | 1 USB,"₹36,990"
668,LG,OLED65G1PTZ,165.1 cm (65 inch),WebOS,"Ultra HD (4K), 3840 x 2160",Yes,NA,120 Hz,OLED,4 (Bottom) HDMI | 3 USB,"₹2,19,990"
669,Thomson,Q65H1100,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹43,999"
670,Dyanora,DY-LD24H0N,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,Surround,60 Hz,LED,1 Rear HDMI | 1 USB,"₹5,799"
671,T-Series,TX24K,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,NA,50 Hz,LED,1 HDMI | 1 USB,"₹7,490"
672,DETEL,DI55SKA,140 cm (55 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,2 Rear HDMI | 2 USB,"₹34,671"
673,LG,49NANO80TNA,123 cm (49 inch),WebOS,"Ultra HD (4K), 3840 x 2160",Yes,NA,50 Hz,LED,4 HDMI | 2 USB,"₹54,990"
674,LG,75UP8000PTZ,190.5 cm (75 inch),WebOS,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹1,19,990"
675,XElectron,24STV,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,1 Rear HDMI | 2 USB,"₹5,499"
676,LG,OLED65C9PTA,164 cm (65 inch),WebOS,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,120 Hz,OLED,4 HDMI | 3 USB,"₹1,97,999"
677,Haier,LE43K6600UGA,108 cm (43 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,4 HDMI | 2 USB,"₹33,173"
678,Thomson,Q50H1000,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹28,999"
679,Blaupunkt,75QD7040,189 cm (75 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹99,999"
680,iMEE,"43"" Elite Series Smart Pro Framless LED TV-Pearl White",109 cm (43 inch),Android,"Full HD, 1920 x 1080",Yes,HD Sound with Tube Speakers,50 Hz,LED,2 Rear HDMI | 2 USB,"₹29,699"
681,SAMSUNG,UA32T4360,80 cm (30 inch),Tizen,"HD Ready, 1366 x 768",Yes,NA,60 Hz,LED,2 HDMI | 1 USB,"₹17,190"
682,iMEE,"43"" Elite Series Smart Pro Framless LED TV-Gold",109 cm (43 inch),Android,"Full HD, 1920 x 1080",Yes,HD Sound with Tube Speakers,50 Hz,LED,2 Rear HDMI | 2 USB,"₹29,999"
683,SKYTRON,S32NFH,80 cm (32 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,2 (Rear) HDMI | 2 USB,"₹9,999"
684,XElectron,32STV,80 cm (32 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,2 Rear HDMI | 2 USB,"₹6,999"
685,KODAK,65CAPRO5099,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹42,999"
686,T-Series,TS80C-A,80 cm (32 inch),NA,"HD Ready, 1366 x 768",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹10,990"
687,KODAK,32HDX900S BT,80 cm (32 inch),NA,"HD Ready, 1366 x 768",No,Surround,60 Hz,LED,1 HDMI | 2 USB,"₹10,999"
688,Thomson,Q43H1110,108 cm (43 inch),Google TV,"Ultra HD (4K), 3840 × 2160",Yes,Dolby Atmos and DTS TruSurround,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹20,999"
689,KODAK,50CAPROGT5012,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹24,699"
690,INVANTER,IN55UHD4K,139 cm (55 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,2 HDMI | 3 USB,"₹34,490"
691,LG,OLED65E8PTA,164 cm (65 inch),WebOS,"Ultra HD (4K), 3840 x 2160",Yes,"Dolby Digital Decoder, DTS Decoder, Dolby Atmos",120 Hz,OLED,4 HDMI | 3 USB,"₹2,97,999"
692,REDMI,L32R8-FVIN,80 cm (32 inch),FireTv OS 7,"HD Ready, 1366*768",Yes,NA,60 Hz,LED,2 HDMI | 2 USB,"₹12,999"
693,Panasonic,TH-55FX600D,139 cm (55 inch),Linux based,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹67,999"
694,Thomson,Q65H1100,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹43,999"
695,Dyanora,DY-LD24H0N,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,Surround,60 Hz,LED,1 Rear HDMI | 1 USB,"₹5,799"
696,CORNEA,75CORFLS05,190 cm (75 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 (Rear) HDMI | 3 (Rear) USB,"₹1,18,999"
697,XElectron,24STV,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,1 Rear HDMI | 2 USB,"₹5,499"
698,LG,OLED55G1PTZ,139.7 cm (55 inch),WebOS,"Ultra HD (4K), 3840 x 2160",Yes,NA,120 Hz,OLED,4 HDMI | 3 USB,"₹1,44,990"
699,Blaupunkt,75QD7040,189 cm (75 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹99,999"
700,Panasonic,TH-55LX700DX,139 cm (55 inch),NA,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹60,990"
701,CORNEA,43CORFLS05,110 cm (43 inch),Android,"Full HD, 1920 x 1080",Yes,NA,60 Hz,LED,2 (Rear) HDMI | 2 (Rear) USB,"₹19,999"
702,XElectron,32STV,80 cm (32 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,2 Rear HDMI | 2 USB,"₹6,999"
703,Lloyd,32HS451C,80 cm (32 inch),NA,"HD Ready, 1366*768",Yes,NA,60 Hz,LED,2 HDMI | 2 USB,"₹15,950"
704,LG,75NANO91TNA,190 cm (75 inch),WebOS,"Ultra HD (4K), 3840 x 2160",Yes,NA,100 Hz,LED,4 HDMI | 3 USB,"₹4,45,044"
705,LIMEBERRY,LB43MF10BSPS4GV,109 cm (43 inch),Android,"Full HD, 1920x1081",Yes,NA,60 Hz,LED,2 HDMI (1 HDMI eARC Supported) HDMI | Dual USB (2.0+3.0) USB,"₹16,455"
706,Thomson,Q43H1110,108 cm (43 inch),Google TV,"Ultra HD (4K), 3840 × 2160",Yes,Dolby Atmos and DTS TruSurround,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹20,999"
707,Thomson,Q65H1100,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹43,999"
708,LG,75UN8000PTB,190 cm (75 inch),WebOS,"Ultra HD (4K), 3840 x 2160",Yes,NA,50 Hz,LED,4 HDMI | 2 USB,"₹1,19,990"
709,Hisense,75U80G,189 cm (75 inch),Android,"Ultra HD (8K), 7680 x 4320",Yes,"Dolby Atmos, Dolby Audio, Multi Channel Surround Sound",120 Hz,QLED,4 HDMI | 2 USB,"₹3,49,990"
710,Thomson,Q55H1001,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹31,999"
711,Dyanora,DY-LD24H0N,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,Surround,60 Hz,LED,1 Rear HDMI | 1 USB,"₹5,799"
712,LIMEBERRY,SP50QU11SSPS5GV,127 cm (50 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 HDMI (1 HDMI eARC Supported) HDMI | Dual USB (2.0+3.0) USB,"₹47,563"
713,KODAK,43FHDX7XPRO,108 cm (43 inch),Android,"Full HD, 1920 x 1080",Yes,NA,60 Hz,LED,3 Rear HDMI | 2 USB,"₹23,499"
714,LIMEBERRY,LB55MU11BSNS5GV,140 cm (55 inch),Android,"Ultra HD (4K), 3840x2160",Yes,NA,60 Hz,LED,2 HDMI (1 HDMI eARC Supported) HDMI | Dual USB (2.0+3.0) USB,"₹30,249"
715,T-Series,43TWO400F,109 cm (43 inch),NA,"Full HD, 1920 X 108",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹27,990"
716,XElectron,24STV,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,1 Rear HDMI | 2 USB,"₹5,499"
717,Thomson,Q50H1000,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹28,999"
718,Panasonic,TH-55MX750DX,139 cm (55 inch),NA,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹57,929"
719,Lloyd,75QX900D,189 cm (75 inch),Google TV,"Ultra HD (4K), 3840*2160",Yes,NA,60 Hz,QLED,3 HDMI | 2 USB,"₹1,05,999"
720,Blaupunkt,75QD7040,189 cm (75 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹99,999"
721,KODAK,55MT5022,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹32,999"
722,SAMSUNG,75BU8000,189 cm (75 inch),Tizen,"Ultra HD (4K), 3840 x 2160",Yes,NA,50 Hz,LED,3 HDMI | 2 USB,"₹1,34,990"
723,iMEE,SIGNATURE-65SFLVC,165 cm (65 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Audio,60 Hz,LED,3 HDMI | 2 USB,"₹63,999"
724,Hyundai,SMTHY32HDB52VRTYW,80 cm (32 inch),Android Based,"HD Ready, 1366 x 768",Yes,NA,60 Hz,LED,2 Rear HDMI | 2 USB,"₹12,990"
725,Thomson,Q43H1110,108 cm (43 inch),Google TV,"Ultra HD (4K), 3840 × 2160",Yes,Dolby Atmos and DTS TruSurround,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹20,999"
726,Thomson,Q65H1100,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹43,999"
727,CORNEA,50CORFLS05,127 cm (50 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 (Rear) HDMI | 2 (Rear) USB,"₹29,999"
728,LG,55UN7190PTA,139.7 cm (55 inch),WebOS,"Ultra HD (4K), 3840 x 2160",Yes,NA,50 Hz,LED,2 HDMI | 1 USB,"₹70,200"
729,Thomson,Q55H1001,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹31,999"
730,Dyanora,DY-LD24H0N,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,Surround,60 Hz,LED,1 Rear HDMI | 1 USB,"₹5,799"
731,Cellecor,E43V,108 cm (43 inch),Android,"Full HD, 1920 x 1080",Yes,NA,50 Hz,LED,2 (Rear) HDMI | 2 USB,"₹21,499"
732,Acer,AR65AR2851QD,165 cm (65 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 HDMI | 2 USB,"₹67,999"
733,Acer,AR32AR2841HDFL,80 cm (32 inch),Android,"HD Ready, 1366x768",Yes,NA,60 Hz,LED,2 HDMI | 2 USB,"₹15,999"
734,XElectron,24STV,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,1 Rear HDMI | 2 USB,"₹5,499"
735,Thomson,Q50H1000,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹28,999"
736,LG,43UQ7550PSF,108 cm (43 inch),WebOS,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 1 USB,"₹36,990"
737,Panasonic,TH-65LX700DX,165 cm (65 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,NA,NA,LED,3 HDMI | 2 USB,"₹73,980"
738,Blaupunkt,75QD7040,189 cm (75 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹99,999"
739,KODAK,55MT5022,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹32,999"
740,CORNEA,32CORFLSNB05,80 cm (32 inch),Android,"Full HD, 1920 x 1080",Yes,NA,60 Hz,LED,1 (Rear) HDMI | 2 USB,"₹9,999"
741,Haier,LE32K6600GA,80 cm (32 inch),Android,"HD Ready, 1366 x 768",Yes,NA,60 Hz,LED,3 Rear HDMI | 2 Rear USB,"₹15,990"
742,JVC,LT-65NQ7115CGX,164 cm (65 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,4 HDMI | 2 USB,"₹67,490"
743,INVANTER,IN32SFLGP,80 cm (32 inch),Android,"HD Ready, 1920 x 1080",Yes,NA,60 Hz,LED,2 HDMI | 2 USB,"₹11,990"
744,KODAK,75MT5044,189 cm (75 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 HDMI | 2 USB,"₹98,888"
745,XElectron,32STV,80 cm (32 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,2 Rear HDMI | 2 USB,"₹6,999"
746,JVC,LT-65NQ7115C,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,4 HDMI | 2 USB,"₹67,490"
747,Thomson,Q43H1110,108 cm (43 inch),Google TV,"Ultra HD (4K), 3840 × 2160",Yes,Dolby Atmos and DTS TruSurround,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹20,999"
748,KODAK,50CAPROGT5012,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹24,699"
749,LG,43UP7550PTZ,109.22 cm (43 inch),WebOS,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,2 HDMI | 1 USB,"₹36,990"
750,Candes,CTPL43EF1SU4K,108 cm (43 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 (Rear) HDMI | 2 USB,"₹23,569"
751,CORNEA,50CORFLS05,127 cm (50 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 (Rear) HDMI | 2 (Rear) USB,"₹29,999"
752,LG,65NANO86TNA,164 cm (65 inch),WebOS,"Ultra HD (4K), 3840 x 2160",Yes,NA,100 Hz,LED,4 HDMI | 3 USB,"₹86,999"
753,Thomson,Q65H1100,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹43,999"
754,Thomson,Q55H1001,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹31,999"
755,LG,55UN7190PTA,139.7 cm (55 inch),WebOS,"Ultra HD (4K), 3840 x 2160",Yes,NA,50 Hz,LED,2 HDMI | 1 USB,"₹70,200"
756,smart,SHD9A-4KULTRA0,127 cm (50 inch),NA,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,2 HDMI | 2 USB,"₹28,399"
757,Thomson,Q50H1000,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹28,999"
758,Acer,AR32AR2841HDFL,80 cm (32 inch),Android,"HD Ready, 1366x768",Yes,NA,60 Hz,LED,2 HDMI | 2 USB,"₹15,999"
759,Cellecor,E43V,108 cm (43 inch),Android,"Full HD, 1920 x 1080",Yes,NA,50 Hz,LED,2 (Rear) HDMI | 2 USB,"₹21,499"
760,STARSHINE,ATPL-5500,139 cm (55 inch),WebOS,"Ultra HD (4K), 2160 x 3840",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹31,999"
761,INVANTER,Nova Series,80 cm (32 inch),Android,"HD Ready, 1920 x 1080",Yes,NA,60 Hz,LED,1 HDMI | 1 USB,"₹9,990"
762,Blaupunkt,75QD7040,189 cm (75 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹99,999"
763,XElectron,32STV,80 cm (32 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,2 Rear HDMI | 2 USB,"₹6,999"
764,Salora,SLV 4501SU,126 cm (50 inch),Android Based,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹33,999"
765,LG,43UQ7550PSF,108 cm (43 inch),WebOS,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 1 USB,"₹36,990"
766,Dyanora,DY-LD32H4S,80 cm (32 Inch),Linux,"HD Ready, 1366 x 768",Yes,Surround,60 Hz,LED,2 (Rear) HDMI | 2 USB,"₹8,399"
767,KODAK,65CAPRO5099,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹42,999"
768,Panwood,PNWDL55MR,140 cm (55 inch),NA,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 3 USB,"₹29,990"
769,Haier,LE32K6600GA,80 cm (32 inch),Android,"HD Ready, 1366 x 768",Yes,NA,60 Hz,LED,3 Rear HDMI | 2 Rear USB,"₹15,990"
770,T-Series,43TWO400U,109 cm (43 inch),NA,"Ultra HD (4K), 3840 X 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹28,490"
771,VG,VG43FCB1SYHZ44E,108 cm (43 inch),Android Based,"Full HD, 1920 x 1080",Yes,NA,60 Hz,LED,2 Rear HDMI | 2 USB,"₹19,490"
772,Thomson,Q43H1110,108 cm (43 inch),Google TV,"Ultra HD (4K), 3840 × 2160",Yes,Dolby Atmos and DTS TruSurround,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹20,999"
773,KODAK,50CAPROGT5012,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹24,699"
774,INVANTER,Elite Series,108 cm (43 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,2 HDMI | 2 USB,"₹22,390"
775,T-Series,Smart 43 Movie Plus- BL VC,109 cm (43 inch),NA,"Full HD, 1920 x 1080",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹21,990"
776,Thomson,Q65H1100,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹43,999"
777,XElectron,24STV,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,1 Rear HDMI | 2 USB,"₹5,499"
778,INVANTER,Nova Series,80 cm (32 inch),Android,"HD Ready, 1920 x 1080",Yes,NA,60 Hz,LED,2 HDMI | 2 USB,"₹13,263"
779,JVC,LT-58NQ7135C,148 cm (58 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,4 HDMI | 2 USB,"₹52,990"
780,LG,32LM576BPTC,80 cm (32 inch),WebOS,"HD Ready, 1366 x 768",Yes,NA,50 Hz,LED,2 HDMI | 2 USB,"₹23,247"
781,LG,55NANO75TPZ,139 cm (55 inch),WebOS,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹57,990"
782,Thomson,Q55H1001,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹31,999"
783,Thomson,Q50H1000,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹28,999"
784,AGE,PRO 65 UHD VC,164 cm (65 inch),Android,"Ultra HD (4K), 3840 X 2160",Yes,Dolby Audio,60 Hz,LED,3 HDMI | 2 USB,"₹59,990"
785,LG,48LX1QPSA,121 cm (48 inch),WebOS,"Ultra HD (4K), 3840 x 2160",Yes,NA,120 Hz,OLED,3 HDMI | 2 USB,"₹1,16,990"
786,Blaupunkt,75QD7040,189 cm (75 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹99,999"
787,XElectron,32STV,80 cm (32 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,2 Rear HDMI | 2 USB,"₹6,999"
788,Panasonic,TH-65MX710DX,164 cm (65 inch),Android,"Ultra HD (4K), 3840*2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹74,590"
789,LG,75SM9400PTA,189 cm (75 inch),WebOS,"Ultra HD (4K), 3840 x 2160",Yes,NA,100 Hz,LED,4 HDMI | 3 USB,"₹3,49,999"
790,IMPEX,Grande 55,139 cm (55 inch),NA,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,2 HDMI | 2 USB,"₹39,990"
791,Dyanora,DY-LD32H4S,80 cm (32 Inch),Linux,"HD Ready, 1366 x 768",Yes,Surround,60 Hz,LED,2 (Rear) HDMI | 2 USB,"₹8,399"
792,Dyanora,DY-LD24H4S,60 cm (24 inch),Linux based,"HD Ready, 1366 x 768",Yes,Surround,60 Hz,LED,2 (Rear) HDMI | 2 (Rear) USB,"₹6,799"
793,AGE,INDU 43 VC 4G,108 cm (43 inch),Android,"Full HD, 1920 X 1080",Yes,Dolby Audio,60 Hz,LED,2 HDMI | 2 USB,"₹26,990"
794,Lloyd,43FS550C,109 cm (43 inch),Android,"Full HD, 1920 x 1080",Yes,Dolby Digital,60 Hz,LED,3 HDMI | 2 USB,"₹29,950"
795,Thomson,Q43H1110,108 cm (43 inch),Google TV,"Ultra HD (4K), 3840 × 2160",Yes,Dolby Atmos and DTS TruSurround,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹20,999"
796,KODAK,50CAPROGT5012,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹24,699"
797,TRUSENSE,TS 5000,126 cm (50 inch),WebOS,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹34,399"
798,LIMEBERRY,LB49OU11SSPS5GV,127 cm (50 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,OLED,3 HDMI (1 HDMI eARC Supported) HDMI | Dual USB (2.0+3.0) USB,"₹45,539"
799,JVC,LT-58NQ7135CGX,148 cm (58 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,4 HDMI | 2 USB,"₹52,990"
800,LIMEBERRY,LB50MU11BSNS5GV,127 cm (50 inch),Android,"Ultra HD (4K), 3840x2160",Yes,NA,60 Hz,LED,2 HDMI (1 HDMI eARC Supported) HDMI | Dual USB (2.0+3.0) USB,"₹29,347"
801,Dyanora,DY-LD24H0N,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,Surround,60 Hz,LED,1 Rear HDMI | 1 USB,"₹5,799"
802,Thomson,Q65H1100,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹43,999"
803,Feltron,FT-4309(S),109 cm (43 inch),Android Based,"Full HD, 1920 x 1080",Yes,NA,60 Hz,LED,2 (Rear) HDMI | 2 (Rear) USB,"₹24,590"
804,V-SKY,Smart Android Series (32EK260),80 cm (32 inch),NA,"HD Ready, 1280x720$$Pixels",Yes,NA,60 Hz,LED,1 HDMI | 2 USB,"₹7,999"
805,XElectron,24STV,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,1 Rear HDMI | 2 USB,"₹5,499"
806,Thomson,Q55H1001,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹31,999"
807,LG,50UP7550PTZ.ATR,127 cm (50 inch),WebOS,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,2 HDMI | 1 USB,"₹48,990"
808,BPL,32H-A4300,80 cm (32 inch),Android,"HD Ready, 1366 x 768",Yes,Dolby Surround Sound Technology,60 Hz,LED,3 side HDMI | 2 USB,"₹21,329"
809,TRUSENSE,TS 4343,109 cm (43 inch),WebOS,"Ultra HD (4K), 4K",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹28,477"
810,smart,50INSMART-07,127 cm (50 inch),NA,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,2 HDMI | 2 USB,"₹28,399"
811,Mi,L43M8-5XIN,108 cm (43 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹32,999"
812,Thomson,Q50H1000,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹28,999"
813,iMEE,SUPREME-43SFLCS-Steel,108 cm (43 inch),Android,"Full HD, 1920 x 1080",Yes,Dolby Audio,60 Hz,LED,2 HDMI | 2 USB,"₹26,899"
